CodEntrega,CodVenta,Fecha_Envio,Fecha_Estimada,Fecha_Entrega_Real,Tiempo_Entrega,Costo_Total_Entrega,Entregado_A_Tiempo,Costo_Por_Km,Distancia_Recorrida_Km,CodProveedor,CodRango,CodEstado,CodAlmacen
10687,10687,2023-02-16,2023-02-20,2023-02-21,5 días,329.42,No,12.4,26.57,1,1,3,12
10688,10688,2023-02-16,2023-02-20,2023-02-22,6 días,1214.65,No,7.02,172.93,6,2,3,6
10689,10689,2023-02-18,2023-02-22,2023-02-19,1 días,453.68,Si,9.6,47.28,1,1,3,6
10690,10690,2023-02-18,2023-02-22,2023-02-19,1 días,384.63,Si,13.36,28.79,2,1,3,2
10691,10691,2023-02-17,2023-02-21,,Pendiente,482.72,Pendiente,11.0,43.88,2,1,2,8
10692,10692,2023-02-18,2023-02-22,2023-02-22,4 días,207.68,Si,33.07,6.28,1,1,3,14
10693,10693,2023-02-18,2023-02-22,2023-02-20,2 días,401.48,Si,10.41,38.58,1,1,3,1
10694,10694,2023-02-18,2023-02-22,,Pendiente,311.44,Pendiente,17.77,17.53,2,1,1,8
10695,10695,2023-02-18,2023-02-22,2023-02-22,4 días,455.1,Si,11.48,39.63,2,1,3,13
10696,10696,2023-02-16,2023-02-20,2023-02-19,3 días,673.98,Si,8.69,77.55,5,2,3,7
10697,10697,2023-02-17,2023-02-21,2023-02-21,4 días,204.98,Si,35.16,5.83,1,1,3,3
10698,10698,2023-02-17,2023-02-21,2023-02-18,1 días,1168.12,Si,5.38,217.03,4,2,3,8
10699,10699,2023-02-19,2023-02-23,,Pendiente,315.98,Pendiente,12.99,24.33,1,1,1,5
10700,10700,2023-02-18,2023-02-22,2023-02-24,6 días,384.12,No,13.38,28.71,2,1,3,6
10701,10701,2023-02-17,2023-02-21,2023-02-20,3 días,953.92,Si,5.84,163.48,4,2,3,6
10702,10702,2023-02-17,2023-02-21,2023-02-21,4 días,247.34,Si,19.19,12.89,1,1,3,12
10703,10703,2023-02-19,2023-02-23,2023-02-23,4 días,741.6,Si,9.47,78.32,6,2,3,10
10704,10704,2023-02-19,2023-02-23,2023-02-23,4 días,321.32,Si,12.74,25.22,1,1,3,12
10705,10705,2023-02-18,2023-02-22,2023-02-23,5 días,326.99,No,22.44,14.57,3,1,3,4
10706,10706,2023-02-18,2023-02-22,2023-02-19,1 días,1357.95,Si,6.74,201.59,6,2,3,12
10707,10707,2023-02-18,2023-02-22,2023-02-25,7 días,279.44,No,15.32,18.24,1,1,3,15
10708,10708,2023-02-17,2023-02-21,2023-02-18,1 días,977.55,Si,7.79,125.51,6,2,3,8
10709,10709,2023-02-18,2023-02-22,2023-02-20,2 días,423.66,Si,14.93,28.38,3,1,3,12
10710,10710,2023-02-19,2023-02-23,2023-02-24,5 días,2355.12,No,3.1,758.75,8,3,3,6
10711,10711,2023-02-18,2023-02-22,,Pendiente,221.48,Pendiente,25.81,8.58,1,1,1,11
10712,10712,2023-02-18,2023-02-22,2023-02-22,4 días,914.32,Si,5.95,153.58,4,2,3,11
10713,10713,2023-02-20,2023-02-24,2023-02-25,5 días,342.64,No,15.34,22.33,2,1,3,8
10714,10714,2023-02-20,2023-02-24,2023-02-24,4 días,423.89,Si,12.17,34.83,2,1,3,4
10715,10715,2023-02-20,2023-02-24,2023-02-21,1 días,241.76,Si,20.21,11.96,1,1,3,6
10716,10716,2023-02-19,2023-02-23,2023-02-25,6 días,402.19,No,12.77,31.49,2,1,3,11
10717,10717,2023-02-19,2023-02-23,,Pendiente,552.67,Pendiente,11.81,46.81,3,1,2,15
10718,10718,2023-02-19,2023-02-23,2023-02-26,7 días,384.25,No,16.89,22.75,3,1,4,4
10719,10719,2023-02-19,2023-02-23,2023-02-25,6 días,1458.0,No,6.58,221.6,6,2,3,11
10720,10720,2023-02-19,2023-02-23,2023-02-24,5 días,466.34,No,11.28,41.36,2,1,3,8
10721,10721,2023-02-20,2023-02-24,2023-02-25,5 días,459.43,No,13.72,33.49,3,1,3,14
10722,10722,2023-02-19,2023-02-23,2023-02-22,3 días,291.15,Si,30.81,9.45,3,1,3,6
10723,10723,2023-02-20,2023-02-24,2023-02-26,6 días,276.68,No,15.56,17.78,1,1,3,4
10724,10724,2023-02-20,2023-02-24,2023-02-24,4 días,491.91,Si,12.9,38.13,3,1,3,2
10725,10725,2023-02-20,2023-02-24,2023-02-22,2 días,470.7,Si,13.41,35.1,3,1,3,4
10726,10726,2023-02-19,2023-02-23,2023-02-26,7 días,344.78,No,11.84,29.13,1,1,3,8
10727,10727,2023-02-18,2023-02-22,2023-02-23,5 días,414.84,No,15.3,27.12,3,1,3,2
10728,10728,2023-02-20,2023-02-24,,Pendiente,281.98,Pendiente,34.64,8.14,3,1,1,3
10729,10729,2023-02-18,2023-02-22,2023-02-20,2 días,1259.08,Si,5.25,239.77,4,2,3,6
10730,10730,2023-02-20,2023-02-24,2023-02-26,6 días,336.92,No,12.11,27.82,1,1,3,13
10731,10731,2023-02-18,2023-02-22,2023-02-21,3 días,243.38,Si,19.9,12.23,1,1,3,11
10732,10732,2023-02-18,2023-02-22,2023-02-25,7 días,2388.34,No,2.67,894.17,7,3,3,12
10733,10733,2023-02-19,2023-02-23,2023-02-23,4 días,379.76,Si,13.54,28.04,2,1,3,2
10734,10734,2023-02-19,2023-02-23,2023-02-24,5 días,481.49,No,11.02,43.69,2,1,3,5
10735,10735,2023-02-19,2023-02-23,2023-02-25,6 días,284.24,No,14.93,19.04,1,1,3,8
10736,10736,2023-02-20,2023-02-24,2023-02-23,3 días,483.16,Si,13.1,36.88,3,1,3,6
10737,10737,2023-02-19,2023-02-23,2023-02-21,2 días,1736.65,Si,6.26,277.33,6,2,3,8
10738,10738,2023-02-20,2023-02-24,2023-02-22,2 días,215.0,Si,28.67,7.5,1,1,3,9
10739,10739,2023-02-21,2023-02-25,2023-02-27,6 días,300.56,No,13.81,21.76,1,1,3,12
10740,10740,2023-02-21,2023-02-25,2023-02-22,1 días,1703.5,Si,6.29,270.7,6,2,3,6
10741,10741,2023-02-22,2023-02-26,2023-02-28,6 días,437.6,No,9.81,44.6,1,1,4,15
10742,10742,2023-02-20,2023-02-24,2023-02-21,1 días,797.75,Si,8.91,89.55,6,2,3,4
10743,10743,2023-02-22,2023-02-26,2023-03-01,7 días,253.92,No,29.25,8.68,2,1,3,5
10744,10744,2023-02-21,2023-02-25,2023-02-23,2 días,504.58,Si,12.63,39.94,3,1,3,10
10745,10745,2023-02-21,2023-02-25,2023-02-23,2 días,368.08,Si,18.01,20.44,3,1,3,14
10746,10746,2023-02-22,2023-02-26,2023-02-25,3 días,266.51,Si,44.94,5.93,3,1,3,7
10747,10747,2023-02-20,2023-02-24,2023-02-26,6 días,475.04,No,13.3,35.72,3,1,3,11
10748,10748,2023-02-21,2023-02-25,2023-02-22,1 días,456.2,Si,11.46,39.8,2,1,3,13
10749,10749,2023-02-22,2023-02-26,2023-02-25,3 días,2795.2,Si,2.55,1097.6,7,3,3,15
10750,10750,2023-02-20,2023-02-24,2023-02-22,2 días,495.39,Si,10.81,45.83,2,1,3,13
10751,10751,2023-02-22,2023-02-26,2023-02-24,2 días,494.29,Si,12.85,38.47,3,1,4,13
10752,10752,2023-02-20,2023-02-24,2023-02-27,7 días,378.39,No,13.6,27.83,2,1,3,15
10753,10753,2023-02-21,2023-02-25,2023-02-23,2 días,292.76,Si,30.24,9.68,3,1,3,3
10754,10754,2023-02-21,2023-02-25,2023-02-26,5 días,596.68,No,8.04,74.17,4,2,3,1
10755,10755,2023-02-22,2023-02-26,,Pendiente,520.89,Pendiente,12.32,42.27,3,1,2,1
10756,10756,2023-02-20,2023-02-24,2023-02-27,7 días,3417.74,No,2.43,1408.87,7,3,3,7
10757,10757,2023-02-22,2023-02-26,2023-02-27,5 días,394.33,No,16.3,24.19,3,1,3,14
10758,10758,2023-02-22,2023-02-26,,Pendiente,289.74,Pendiente,20.42,14.19,2,1,1,1
10759,10759,2023-02-21,2023-02-25,2023-02-24,3 días,763.8,Si,9.23,82.76,6,2,3,14
10760,10760,2023-02-22,2023-02-26,2023-02-23,1 días,445.46,Si,9.7,45.91,1,1,3,7
10761,10761,2023-02-21,2023-02-25,2023-02-27,6 días,547.0,No,11.89,46.0,3,1,3,2
10762,10762,2023-02-21,2023-02-25,2023-02-26,5 días,339.13,No,15.56,21.79,2,1,3,12
10763,10763,2023-02-21,2023-02-25,2023-02-25,4 días,3233.84,Si,2.83,1140.8,8,3,3,11
10764,10764,2023-02-22,2023-02-26,2023-03-01,7 días,379.63,No,17.19,22.09,3,1,3,6
10765,10765,2023-02-22,2023-02-26,2023-02-24,2 días,2871.76,Si,2.53,1135.88,7,3,3,8
10766,10766,2023-02-21,2023-02-25,,Pendiente,306.34,Pendiente,26.36,11.62,3,1,2,8
10767,10767,2023-02-23,2023-02-27,2023-03-01,6 días,348.88,No,14.98,23.29,2,1,3,4
10768,10768,2023-02-22,2023-02-26,2023-03-01,7 días,367.61,No,14.05,26.17,2,1,3,4
10769,10769,2023-02-23,2023-02-27,,Pendiente,239.84,Pendiente,20.6,11.64,1,1,2,4
10770,10770,2023-02-23,2023-02-27,2023-03-01,6 días,318.66,No,23.82,13.38,3,1,3,8
10771,10771,2023-02-22,2023-02-26,,Pendiente,1670.8,Pendiente,6.32,264.16,6,2,1,11
10772,10772,2023-02-22,2023-02-26,2023-02-24,2 días,254.38,Si,29.07,8.75,2,1,3,4
10773,10773,2023-02-23,2023-02-27,2023-03-01,6 días,741.61,No,8.01,92.58,5,2,3,5
10774,10774,2023-02-23,2023-02-27,2023-03-01,6 días,334.94,No,12.18,27.49,1,1,3,15
10775,10775,2023-02-22,2023-02-26,2023-02-25,3 días,500.38,Si,12.72,39.34,3,1,4,4
10776,10776,2023-02-22,2023-02-26,2023-02-23,1 días,2809.51,Si,2.94,956.31,8,3,3,1
10777,10777,2023-02-24,2023-02-28,,Pendiente,333.36,Pendiente,21.53,15.48,3,1,1,8
10778,10778,2023-02-24,2023-02-28,,Pendiente,844.76,Pendiente,6.2,136.19,4,2,1,8
10779,10779,2023-02-23,2023-02-27,2023-02-25,2 días,396.36,Si,16.19,24.48,3,1,3,15
10780,10780,2023-02-22,2023-02-26,2023-02-23,1 días,470.21,Si,13.42,35.03,3,1,3,1
10781,10781,2023-02-23,2023-02-27,2023-02-24,1 días,1425.52,Si,5.07,281.38,4,2,3,5
10782,10782,2023-02-25,2023-03-01,2023-02-26,1 días,278.41,Si,36.49,7.63,3,1,3,10
10783,10783,2023-02-24,2023-02-28,2023-03-03,7 días,250.88,No,18.61,13.48,1,1,3,15
10784,10784,2023-02-25,2023-03-01,2023-03-02,5 días,332.84,No,12.26,27.14,1,1,3,6
10785,10785,2023-02-25,2023-03-01,2023-03-02,5 días,3441.37,No,2.8,1231.03,8,3,3,1
10786,10786,2023-02-23,2023-02-27,2023-02-25,2 días,384.68,Si,10.75,35.78,1,1,3,8
10787,10787,2023-02-24,2023-02-28,2023-03-03,7 días,2652.24,No,2.99,887.93,8,3,3,15
10788,10788,2023-02-23,2023-02-27,2023-02-28,5 días,279.5,No,15.32,18.25,1,1,3,2
10789,10789,2023-02-23,2023-02-27,2023-02-26,3 días,343.82,Si,11.87,28.97,1,1,4,7
10790,10790,2023-02-24,2023-02-28,2023-02-28,4 días,267.5,Si,24.84,10.77,2,1,3,8
10791,10791,2023-02-25,2023-03-01,2023-03-04,7 días,513.53,No,10.56,48.62,2,1,3,8
10792,10792,2023-02-24,2023-02-28,2023-02-28,4 días,418.58,Si,10.1,41.43,1,1,3,5
10793,10793,2023-02-24,2023-02-28,2023-02-27,3 días,1408.96,Si,5.08,277.24,4,2,3,1
10794,10794,2023-02-25,2023-03-01,2023-03-02,5 días,510.15,No,10.61,48.1,2,1,3,1
10795,10795,2023-02-26,2023-03-02,2023-03-04,6 días,405.62,No,10.33,39.27,1,1,3,5
10796,10796,2023-02-24,2023-02-28,2023-02-27,3 días,625.19,Si,9.37,66.71,5,2,3,8
10797,10797,2023-02-24,2023-02-28,2023-03-02,6 días,495.46,No,10.81,45.84,2,1,3,15
10798,10798,2023-02-24,2023-02-28,2023-03-01,5 días,373.54,No,17.6,21.22,3,1,3,4
10799,10799,2023-02-26,2023-03-02,2023-03-05,7 días,313.65,No,17.55,17.87,2,1,3,6
10800,10800,2023-02-24,2023-02-28,2023-02-25,1 días,327.2,Si,12.49,26.2,1,1,3,11
10801,10801,2023-02-26,2023-03-02,2023-03-02,4 días,3588.44,Si,2.4,1494.22,7,3,3,15
10802,10802,2023-02-26,2023-03-02,,Pendiente,242.54,Pendiente,20.06,12.09,1,1,2,15
10803,10803,2023-02-24,2023-02-28,2023-02-26,2 días,1423.68,Si,5.07,280.92,4,2,3,4
10804,10804,2023-02-26,2023-03-02,,Pendiente,446.51,Pendiente,11.66,38.31,2,1,1,11
10805,10805,2023-02-26,2023-03-02,2023-03-03,5 días,201.02,No,38.88,5.17,1,1,3,9
10806,10806,2023-02-26,2023-03-02,2023-02-27,1 días,442.16,Si,11.75,37.64,2,1,3,12
10807,10807,2023-02-25,2023-03-01,2023-03-04,7 días,287.93,No,32.03,8.99,3,1,3,6
10808,10808,2023-02-25,2023-03-01,2023-02-28,3 días,1539.25,Si,6.47,237.85,6,2,3,11
10809,10809,2023-02-27,2023-03-03,2023-03-02,3 días,409.38,Si,15.54,26.34,3,1,3,4
10810,10810,2023-02-25,2023-03-01,,Pendiente,974.89,Pendiente,6.75,144.42,5,2,1,12
10811,10811,2023-02-26,2023-03-02,2023-02-27,1 días,318.59,Si,23.83,13.37,3,1,3,6
10812,10812,2023-02-25,2023-03-01,2023-03-02,5 días,434.36,No,11.92,36.44,2,1,3,2
10813,10813,2023-02-27,2023-03-03,2023-03-01,2 días,489.81,Si,10.89,44.97,2,1,3,13
10814,10814,2023-02-27,2023-03-03,2023-03-01,2 días,1869.44,Si,2.95,634.72,7,3,3,1
10815,10815,2023-02-26,2023-03-02,,Pendiente,397.9,Pendiente,16.11,24.7,3,1,2,11
10816,10816,2023-02-26,2023-03-02,2023-02-28,2 días,804.02,Si,7.55,106.45,5,2,3,6
10817,10817,2023-02-27,2023-03-03,2023-03-04,5 días,583.98,No,10.15,57.55,5,2,3,14
10818,10818,2023-02-28,2023-03-04,2023-03-01,1 días,406.7,Si,10.31,39.45,1,1,3,4
10819,10819,2023-02-27,2023-03-03,2023-03-01,2 días,414.7,Si,15.3,27.1,3,1,3,4
10820,10820,2023-02-27,2023-03-03,,Pendiente,297.14,Pendiente,19.38,15.33,2,1,2,11
10821,10821,2023-02-27,2023-03-03,2023-03-01,2 días,231.88,Si,43.83,5.29,2,1,3,9
10822,10822,2023-02-28,2023-03-04,2023-03-01,1 días,268.22,Si,16.38,16.37,1,1,3,2
10823,10823,2023-02-28,2023-03-04,2023-03-03,3 días,702.14,Si,8.38,83.81,5,2,3,6
10824,10824,2023-02-26,2023-03-02,2023-02-27,1 días,320.34,Si,23.52,13.62,3,1,3,6
10825,10825,2023-02-28,2023-03-04,2023-03-02,2 días,298.97,Si,19.15,15.61,2,1,3,12
10826,10826,2023-02-27,2023-03-03,2023-03-05,6 días,341.15,No,15.44,22.1,2,1,3,9
10827,10827,2023-02-28,2023-03-04,,Pendiente,208.7,Pendiente,32.36,6.45,1,1,1,9
10828,10828,2023-03-01,2023-03-05,2023-03-04,3 días,353.37,Si,14.74,23.98,2,1,3,6
10829,10829,2023-02-27,2023-03-03,2023-03-04,5 días,395.75,No,12.98,30.5,2,1,3,4
10830,10830,2023-02-27,2023-03-03,2023-02-28,1 días,454.19,Si,11.5,39.49,2,1,3,8
10831,10831,2023-03-01,2023-03-05,,Pendiente,305.57,Pendiente,26.55,11.51,3,1,2,6
10832,10832,2023-03-02,2023-03-06,2023-03-03,1 días,370.52,Si,11.09,33.42,1,1,3,4
10833,10833,2023-03-01,2023-03-05,,Pendiente,326.99,Pendiente,22.44,14.57,3,1,2,15
10834,10834,2023-03-02,2023-03-06,2023-03-04,2 días,351.81,Si,14.82,23.74,2,1,3,13
10835,10835,2023-03-01,2023-03-05,2023-03-08,7 días,839.45,No,8.58,97.89,6,2,3,3
10836,10836,2023-02-28,2023-03-04,2023-03-01,1 días,509.2,Si,12.54,40.6,3,1,3,15
10837,10837,2023-03-01,2023-03-05,2023-03-02,1 días,546.3,Si,11.9,45.9,3,1,3,6
10838,10838,2023-03-01,2023-03-05,2023-03-03,2 días,275.89,Si,37.95,7.27,3,1,3,6
10839,10839,2023-03-02,2023-03-06,2023-03-03,1 días,429.29,Si,12.04,35.66,2,1,3,6
10840,10840,2023-03-02,2023-03-06,2023-03-03,1 días,461.12,Si,9.5,48.52,1,1,3,11
10841,10841,2023-03-01,2023-03-05,2023-03-06,5 días,561.28,No,11.68,48.04,3,1,3,1
10842,10842,2023-03-01,2023-03-05,2023-03-05,4 días,280.52,Si,15.23,18.42,1,1,3,8
10843,10843,2023-03-01,2023-03-05,2023-03-05,4 días,399.93,Si,16.0,24.99,3,1,3,4
10844,10844,2023-03-02,2023-03-06,2023-03-06,4 días,1222.75,Si,6.13,199.5,5,2,3,1
10845,10845,2023-03-01,2023-03-05,2023-03-03,2 días,454.25,Si,11.5,39.5,2,1,3,15
10846,10846,2023-03-01,2023-03-05,2023-03-05,4 días,547.35,Si,11.89,46.05,3,1,3,6
10847,10847,2023-03-02,2023-03-06,2023-03-05,3 días,253.22,Si,18.26,13.87,1,1,3,15
10848,10848,2023-03-02,2023-03-06,2023-03-08,6 días,352.12,No,19.39,18.16,3,1,3,10
10849,10849,2023-03-03,2023-03-07,2023-03-07,4 días,1634.65,Si,3.67,445.5,8,3,4,2
10850,10850,2023-03-02,2023-03-06,2023-03-05,3 días,304.36,Si,18.51,16.44,2,1,3,2
10851,10851,2023-03-01,2023-03-05,2023-03-02,1 días,1824.15,Si,3.46,527.89,8,3,3,15
10852,10852,2023-03-02,2023-03-06,,Pendiente,236.5,Pendiente,39.42,6.0,2,1,2,7
10853,10853,2023-03-04,2023-03-08,2023-03-07,3 días,427.86,Si,14.76,28.98,3,1,3,4
10854,10854,2023-03-04,2023-03-08,2023-03-10,6 días,242.12,No,20.14,12.02,1,1,3,1
10855,10855,2023-03-02,2023-03-06,2023-03-08,6 días,351.32,No,11.63,30.22,1,1,4,14
10856,10856,2023-03-04,2023-03-08,2023-03-08,4 días,454.1,Si,9.59,47.35,1,1,3,6
10857,10857,2023-03-02,2023-03-06,,Pendiente,375.15,Pendiente,17.49,21.45,3,1,2,11
10858,10858,2023-03-04,2023-03-08,2023-03-09,5 días,440.04,No,14.32,30.72,3,1,3,1
10859,10859,2023-03-02,2023-03-06,2023-03-03,1 días,231.82,Si,43.91,5.28,2,1,3,4
10860,10860,2023-03-03,2023-03-07,2023-03-10,7 días,532.79,No,12.12,43.97,3,1,3,3
10861,10861,2023-03-04,2023-03-08,2023-03-06,2 días,268.54,Si,43.17,6.22,3,1,3,2
10862,10862,2023-03-03,2023-03-07,2023-03-07,4 días,316.56,Si,24.2,13.08,3,1,4,2
10863,10863,2023-03-04,2023-03-08,2023-03-09,5 días,876.85,No,8.32,105.37,6,2,3,8
10864,10864,2023-03-02,2023-03-06,2023-03-08,6 días,296.82,No,19.43,15.28,2,1,3,6
10865,10865,2023-03-02,2023-03-06,2023-03-04,2 días,422.72,Si,10.04,42.12,1,1,3,15
10866,10866,2023-03-02,2023-03-06,2023-03-08,6 días,242.28,No,35.16,6.89,2,1,3,6
10867,10867,2023-03-05,2023-03-09,2023-03-07,2 días,1369.68,Si,5.9,232.15,5,2,3,4
10868,10868,2023-03-05,2023-03-09,2023-03-08,3 días,449.96,Si,11.58,38.84,2,1,3,9
10869,10869,2023-03-03,2023-03-07,2023-03-10,7 días,405.5,No,10.33,39.25,1,1,3,7
10870,10870,2023-03-05,2023-03-09,2023-03-10,5 días,1123.39,No,6.33,177.42,5,2,3,7
10871,10871,2023-03-04,2023-03-08,2023-03-09,5 días,301.09,No,27.7,10.87,3,1,3,10
10872,10872,2023-03-04,2023-03-08,2023-03-09,5 días,1194.45,No,6.18,193.21,5,2,3,14
10873,10873,2023-03-05,2023-03-09,2023-03-10,5 días,249.14,No,18.89,13.19,1,1,3,1
10874,10874,2023-03-05,2023-03-09,2023-03-10,5 días,463.22,No,9.48,48.87,1,1,3,7
10875,10875,2023-03-05,2023-03-09,2023-03-06,1 días,263.36,Si,48.06,5.48,3,1,3,5
10876,10876,2023-03-05,2023-03-09,2023-03-12,7 días,348.44,No,11.72,29.74,1,1,3,6
10877,10877,2023-03-05,2023-03-09,2023-03-11,6 días,265.46,No,16.69,15.91,1,1,3,1
10878,10878,2023-03-03,2023-03-07,2023-03-10,7 días,364.09,No,18.32,19.87,3,1,3,9
10879,10879,2023-03-05,2023-03-09,,Pendiente,402.38,Pendiente,15.88,25.34,3,1,1,15
10880,10880,2023-03-05,2023-03-09,2023-03-09,4 días,367.46,Si,11.17,32.91,1,1,3,11
10881,10881,2023-03-05,2023-03-09,,Pendiente,289.52,Pendiente,14.53,19.92,1,1,1,7
10882,10882,2023-03-03,2023-03-07,2023-03-06,3 días,522.17,Si,10.45,49.95,2,1,3,2
10883,10883,2023-03-05,2023-03-09,2023-03-11,6 días,242.24,No,20.12,12.04,1,1,3,11
10884,10884,2023-03-05,2023-03-09,2023-03-08,3 días,264.08,Si,16.84,15.68,1,1,3,1
10885,10885,2023-03-06,2023-03-10,2023-03-12,6 días,729.1,No,8.12,89.8,5,2,3,8
10886,10886,2023-03-06,2023-03-10,2023-03-10,4 días,356.9,Si,11.46,31.15,1,1,3,4
10887,10887,2023-03-05,2023-03-09,2023-03-11,6 días,335.11,No,21.3,15.73,3,1,3,2
10888,10888,2023-03-06,2023-03-10,2023-03-07,1 días,490.59,Si,10.88,45.09,2,1,3,3
10889,10889,2023-03-05,2023-03-09,2023-03-06,1 días,355.84,Si,14.61,24.36,2,1,3,4
10890,10890,2023-03-05,2023-03-09,2023-03-12,7 días,352.68,No,19.34,18.24,3,1,3,14
10891,10891,2023-03-06,2023-03-10,2023-03-11,5 días,436.58,No,9.83,44.43,1,1,3,6
10892,10892,2023-03-04,2023-03-08,2023-03-06,2 días,339.62,Si,12.01,28.27,1,1,3,15
10893,10893,2023-03-04,2023-03-08,2023-03-10,6 días,410.78,No,10.24,40.13,1,1,3,6
10894,10894,2023-03-06,2023-03-10,,Pendiente,407.97,Pendiente,12.6,32.38,2,1,1,8
10895,10895,2023-03-04,2023-03-08,2023-03-11,7 días,349.74,No,19.63,17.82,3,1,3,6
10896,10896,2023-03-06,2023-03-10,,Pendiente,415.51,Pendiente,12.39,33.54,2,1,1,6
10897,10897,2023-03-05,2023-03-09,,Pendiente,467.2,Pendiente,13.5,34.6,3,1,2,7
10898,10898,2023-03-04,2023-03-08,2023-03-09,5 días,396.01,No,16.21,24.43,3,1,3,6
10899,10899,2023-03-04,2023-03-08,2023-03-11,7 días,446.76,No,14.1,31.68,3,1,3,12
10900,10900,2023-03-06,2023-03-10,2023-03-13,7 días,1234.13,No,6.11,202.03,5,2,3,1
10901,10901,2023-03-06,2023-03-10,2023-03-09,3 días,530.83,Si,12.15,43.69,3,1,3,2
10902,10902,2023-03-05,2023-03-09,2023-03-08,3 días,315.72,Si,24.36,12.96,3,1,4,6
10903,10903,2023-03-07,2023-03-11,,Pendiente,367.48,Pendiente,14.05,26.15,2,1,2,10
10904,10904,2023-03-06,2023-03-10,2023-03-13,7 días,760.8,No,6.6,115.2,4,2,3,1
10905,10905,2023-03-06,2023-03-10,2023-03-07,1 días,2267.0,Si,2.72,833.5,7,3,3,6
10906,10906,2023-03-07,2023-03-11,2023-03-10,3 días,211.52,Si,30.57,6.92,1,1,3,4
10907,10907,2023-03-06,2023-03-10,2023-03-07,1 días,388.4,Si,10.67,36.4,1,1,3,4
10908,10908,2023-03-05,2023-03-09,2023-03-10,5 días,463.09,No,11.33,40.86,2,1,3,4
10909,10909,2023-03-06,2023-03-10,,Pendiente,384.95,Pendiente,16.85,22.85,3,1,2,2
10910,10910,2023-03-06,2023-03-10,2023-03-13,7 días,1082.32,No,5.53,195.58,4,2,3,2
10911,10911,2023-03-05,2023-03-09,2023-03-12,7 días,1546.1,No,6.46,239.22,6,2,3,6
10912,10912,2023-03-05,2023-03-09,2023-03-07,2 días,300.74,Si,27.79,10.82,3,1,3,8
10913,10913,2023-03-05,2023-03-09,2023-03-10,5 días,396.74,No,10.5,37.79,1,1,3,11
10914,10914,2023-03-07,2023-03-11,2023-03-11,4 días,299.76,Si,28.07,10.68,3,1,3,14
10915,10915,2023-03-06,2023-03-10,2023-03-11,5 días,3015.04,No,2.88,1045.67,8,3,3,6
10916,10916,2023-03-06,2023-03-10,2023-03-12,6 días,341.83,No,20.48,16.69,3,1,3,6
10917,10917,2023-03-08,2023-03-12,2023-03-13,5 días,513.66,No,10.56,48.64,2,1,3,6
10918,10918,2023-03-06,2023-03-10,2023-03-10,4 días,453.08,Si,9.6,47.18,1,1,3,9
10919,10919,2023-03-08,2023-03-12,2023-03-12,4 días,434.48,Si,9.86,44.08,1,1,3,1
10920,10920,2023-03-07,2023-03-11,2023-03-10,3 días,289.22,Si,14.56,19.87,1,1,3,5
10921,10921,2023-03-06,2023-03-10,2023-03-09,3 días,357.92,Si,14.5,24.68,2,1,3,6
10922,10922,2023-03-07,2023-03-11,2023-03-10,3 días,367.24,Si,18.07,20.32,3,1,3,14
10923,10923,2023-03-08,2023-03-12,2023-03-10,2 días,428.21,Si,14.75,29.03,3,1,3,12
10924,10924,2023-03-07,2023-03-11,2023-03-10,3 días,245.6,Si,19.49,12.6,1,1,4,6
10925,10925,2023-03-07,2023-03-11,2023-03-13,6 días,333.74,No,15.92,20.96,2,1,3,1
10926,10926,2023-03-07,2023-03-11,2023-03-14,7 días,287.96,No,14.65,19.66,1,1,3,4
10927,10927,2023-03-07,2023-03-11,2023-03-11,4 días,369.49,Si,13.96,26.46,2,1,3,13
10928,10928,2023-03-06,2023-03-10,2023-03-09,3 días,380.12,Si,10.85,35.02,1,1,3,11
10929,10929,2023-03-08,2023-03-12,2023-03-10,2 días,345.47,Si,20.07,17.21,3,1,3,15
10930,10930,2023-03-09,2023-03-13,2023-03-16,7 días,466.27,No,11.28,41.35,2,1,3,6
10931,10931,2023-03-07,2023-03-11,2023-03-09,2 días,271.21,Si,23.92,11.34,2,1,3,14
10932,10932,2023-03-08,2023-03-12,2023-03-14,6 días,686.7,No,10.2,67.34,6,2,3,10
10933,10933,2023-03-08,2023-03-12,2023-03-11,3 días,1752.5,Si,6.25,280.5,6,2,3,1
10934,10934,2023-03-08,2023-03-12,2023-03-09,1 días,442.49,Si,14.24,31.07,3,1,3,8
10935,10935,2023-03-09,2023-03-13,2023-03-10,1 días,544.76,Si,11.93,45.68,3,1,3,3
10936,10936,2023-03-07,2023-03-11,2023-03-12,5 días,341.02,No,15.44,22.08,2,1,3,11
10937,10937,2023-03-09,2023-03-13,2023-03-12,3 días,491.24,Si,10.87,45.19,2,1,3,6
10938,10938,2023-03-08,2023-03-12,2023-03-10,2 días,519.7,Si,12.34,42.1,3,1,3,8
10939,10939,2023-03-10,2023-03-14,2023-03-12,2 días,250.93,Si,30.53,8.22,2,1,3,1
10940,10940,2023-03-10,2023-03-14,2023-03-16,6 días,401.53,No,12.79,31.39,2,1,3,1
10941,10941,2023-03-08,2023-03-12,2023-03-13,5 días,418.37,No,12.31,33.98,2,1,3,6
10942,10942,2023-03-08,2023-03-12,2023-03-12,4 días,397.25,Si,12.93,30.73,2,1,3,14
10943,10943,2023-03-09,2023-03-13,,Pendiente,553.02,Pendiente,11.8,46.86,3,1,1,8
10944,10944,2023-03-09,2023-03-13,2023-03-10,1 días,268.82,Si,16.32,16.47,1,1,3,4
