SK_Cliente,SK_Producto,SK_Tienda,FechaVenta,Cantidad,PrecioVenta
2,48,9,2023-10-02 11:00:02,1,601.46
2,10,7,2023-10-02 09:03:51,3,1895.37
1,43,15,2023-10-02 13:37:09,1,1474.6
38,20,3,2023-10-02 15:53:10,2,2186.58
10,31,11,2023-10-02 16:45:32,2,410.69
13,10,3,2023-10-02 17:43:33,1,1810.2
35,22,1,2023-10-02 18:42:29,1,1352.78
44,75,14,2023-10-02 16:20:28,1,1458.07
60,39,6,2023-10-02 13:42:30,3,478.59
41,55,11,2023-10-02 09:12:33,1,777.16
100,41,4,2023-10-02 14:46:57,1,1551.17
22,5,15,2023-10-02 13:44:43,1,2541.39
93,55,2,2023-10-02 16:22:35,4,749.92
14,19,3,2023-10-02 11:34:25,5,2006.96
10,18,3,2023-10-03 12:15:59,1,2159.49
47,41,9,2023-10-03 15:13:47,1,1444.67
35,3,6,2023-10-03 11:19:51,2,2151.58
89,37,4,2023-10-03 17:34:30,1,429.43
88,7,8,2023-10-03 19:36:22,1,2759.15
2,14,4,2023-10-03 10:22:59,1,1466.77
3,37,6,2023-10-03 11:54:42,5,411.1
61,53,6,2023-10-03 11:16:20,4,719.05
92,29,13,2023-10-03 14:33:51,1,406.1
50,12,1,2023-10-03 14:14:18,3,1769.6
52,68,11,2023-10-03 20:24:41,1,1730.66
74,4,3,2023-10-03 20:08:13,1,1865.22
31,13,4,2023-10-03 16:43:12,1,1503.42
23,47,10,2023-10-03 14:22:03,3,627.26
35,72,3,2023-10-03 08:46:51,2,2212.59
15,8,13,2023-10-03 09:50:48,1,2773.76
89,70,12,2023-10-04 11:53:16,5,2373.06
98,44,12,2023-10-04 18:33:31,1,1372.46
80,29,11,2023-10-04 09:24:23,2,424.89
60,38,6,2023-10-04 17:36:42,2,323.72
29,58,13,2023-10-04 12:17:25,1,220.6
40,44,8,2023-10-04 15:25:04,1,1334.75
84,74,6,2023-10-04 18:04:24,1,1729.01
27,39,14,2023-10-04 17:35:20,2,428.31
82,66,4,2023-10-04 08:36:17,2,1279.37
58,35,10,2023-10-04 10:23:29,1,334.19
96,40,13,2023-10-04 16:11:25,1,475.38
65,15,13,2023-10-04 11:34:47,2,1473.53
81,12,13,2023-10-05 17:02:10,1,1817.4
9,52,3,2023-10-05 19:20:06,2,445.75
93,70,13,2023-10-05 14:34:08,1,2398.71
77,26,6,2023-10-05 18:30:57,1,565.41
30,65,5,2023-10-05 17:53:22,1,1502.51
44,16,12,2023-10-05 19:57:45,1,1705.45
76,67,12,2023-10-05 20:59:07,3,1779.22
5,55,8,2023-10-06 15:56:35,4,777.66
62,64,2,2023-10-06 10:57:58,1,1985.04
18,28,10,2023-10-06 13:51:12,1,481.99
53,45,9,2023-10-06 19:43:49,1,606.36
38,58,7,2023-10-06 14:16:23,4,240.32
4,73,9,2023-10-06 17:11:19,1,1738.93
25,76,3,2023-10-06 08:28:29,3,1899.79
74,4,10,2023-10-06 13:16:37,2,1845.84
12,33,8,2023-10-06 09:32:02,1,247.88
53,57,3,2023-10-06 10:19:06,2,301.2
57,41,1,2023-10-06 09:49:18,1,1503.9
91,62,7,2023-10-06 14:39:19,1,2100.32
78,34,10,2023-10-06 15:50:34,1,357.93
89,54,4,2023-10-06 10:55:38,1,743.33
25,51,7,2023-10-07 12:40:13,2,424.81
36,47,10,2023-10-07 15:25:26,1,632.1
61,71,9,2023-10-07 09:39:39,3,2097.38
7,43,15,2023-10-07 13:02:31,3,1585.92
21,12,13,2023-10-07 11:50:56,1,1872.22
42,75,11,2023-10-07 15:45:48,2,1401.35
13,35,2,2023-10-07 08:55:44,1,332.24
35,63,15,2023-10-07 11:45:38,1,2018.72
23,28,11,2023-10-07 13:19:04,5,465.95
55,74,15,2023-10-07 08:46:02,1,1640.44
35,61,14,2023-10-07 14:52:59,2,2180.16
55,68,12,2023-10-07 16:25:39,1,1804.21
5,73,2,2023-10-07 17:54:32,1,1586.93
91,51,15,2023-10-08 12:34:19,1,430.67
93,64,11,2023-10-08 14:15:19,1,2047.58
89,26,11,2023-10-08 10:47:10,2,581.21
2,20,7,2023-10-08 17:19:47,1,1904.84
60,31,3,2023-10-08 14:03:35,1,428.54
32,11,2,2023-10-08 08:11:27,1,1810.49
85,2,2,2023-10-08 13:57:00,4,2187.1
95,40,5,2023-10-08 09:12:27,1,473.65
27,11,8,2023-10-08 19:58:23,1,1899.97
100,18,3,2023-10-08 14:56:56,1,2059.09
91,67,3,2023-10-08 20:37:17,2,1805.17
76,61,14,2023-10-08 16:06:19,2,1937.36
94,37,4,2023-10-08 16:51:11,1,418.48
19,61,1,2023-10-08 16:18:08,1,2071.11
33,15,10,2023-10-08 13:52:49,1,1571.41
43,44,4,2023-10-09 18:56:46,1,1345.03
87,2,10,2023-10-09 17:01:37,1,2105.98
35,23,5,2023-10-09 11:14:42,1,1182.42
80,48,9,2023-10-09 10:24:41,1,656.71
28,56,7,2023-10-09 15:18:00,1,980.16
95,24,1,2023-10-09 15:35:56,2,1438.85
32,72,3,2023-10-09 10:18:19,1,2406.43
1,76,11,2023-10-09 17:28:47,1,1912.92
76,1,2,2023-10-09 11:14:28,2,2162.21
87,3,11,2023-10-09 16:51:33,1,2177.7
39,28,14,2023-10-09 14:29:43,2,432.28
69,74,3,2023-10-09 17:33:22,1,1752.73
78,67,8,2023-10-09 09:26:00,1,1750.2
69,4,3,2023-10-10 15:55:05,2,1933.42
34,40,2,2023-10-10 12:18:21,1,485.56
58,47,13,2023-10-10 08:10:06,3,648.5
1,16,10,2023-10-10 10:40:18,1,1514.04
8,50,11,2023-10-10 15:03:42,1,461.53
44,38,9,2023-10-10 12:45:07,1,333.16
31,12,10,2023-10-10 12:03:23,2,1944.79
14,29,4,2023-10-10 09:39:59,4,392.76
13,1,8,2023-10-10 09:53:49,1,2163.63
100,71,6,2023-10-10 09:34:27,1,2386.24
24,53,5,2023-10-10 12:50:48,1,745.84
3,51,5,2023-10-10 17:33:07,2,402.93
66,36,12,2023-10-10 10:40:05,1,399.05
59,61,4,2023-10-10 10:47:31,1,1927.51
57,28,4,2023-10-11 19:25:16,1,446.95
25,31,4,2023-10-11 17:32:46,1,400.86
36,59,5,2023-10-11 17:33:19,1,327.64
16,71,3,2023-10-11 14:20:17,1,2292.51
35,61,14,2023-10-11 19:17:21,1,2017.71
82,3,6,2023-10-11 17:53:13,1,2120.96
75,28,13,2023-10-11 16:03:25,1,441.34
73,22,2,2023-10-11 17:56:02,1,1367.06
30,4,8,2023-10-11 16:30:58,1,1984.71
77,38,1,2023-10-11 18:35:12,1,330.03
100,9,3,2023-10-11 14:00:48,1,1964.18
21,56,11,2023-10-11 19:35:29,3,1055.05
4,70,8,2023-10-11 12:32:52,4,2295.59
26,53,12,2023-10-11 13:44:40,1,713.17
33,19,4,2023-10-12 11:23:45,5,2068.16
53,36,15,2023-10-12 19:48:13,5,364.61
99,25,15,2023-10-12 11:21:50,1,399.28
60,72,5,2023-10-12 10:56:29,3,2090.72
33,22,6,2023-10-12 16:46:39,4,1485.86
46,4,5,2023-10-12 20:35:00,3,1885.8
25,68,4,2023-10-12 09:09:38,5,1896.62
5,55,7,2023-10-13 16:31:42,2,741.29
96,36,4,2023-10-13 17:45:01,3,399.05
88,4,10,2023-10-13 19:18:12,4,1732.59
49,22,13,2023-10-13 15:19:52,3,1337.15
12,76,9,2023-10-13 10:22:47,1,1762.93
14,25,11,2023-10-13 15:04:17,2,404.35
56,8,4,2023-10-13 15:21:30,2,2767.0
54,7,2,2023-10-13 20:51:37,1,2644.88
23,69,14,2023-10-13 11:04:02,3,2065.74
59,24,15,2023-10-13 19:53:03,2,1519.35
83,55,3,2023-10-13 17:44:43,2,722.46
33,65,14,2023-10-13 17:15:28,2,1598.71
65,40,11,2023-10-13 15:00:30,1,446.44
5,37,12,2023-10-13 19:16:50,2,431.93
61,14,13,2023-10-13 14:46:54,3,1356.28
100,75,9,2023-10-13 19:27:12,2,1436.53
30,42,5,2023-10-13 16:17:12,2,1486.31
1,27,12,2023-10-13 17:36:34,2,653.3
23,74,4,2023-10-13 16:35:07,3,1657.98
50,23,10,2023-10-13 15:39:25,1,1099.12
98,12,5,2023-10-13 18:01:55,5,1837.48
61,1,13,2023-10-13 19:45:04,1,2136.57
10,1,5,2023-10-13 12:27:01,1,2274.7
11,44,12,2023-10-13 08:09:49,1,1456.32
10,51,4,2023-10-14 15:06:18,1,390.78
4,47,10,2023-10-14 15:57:44,1,584.21
71,29,15,2023-10-14 19:35:34,2,420.15
15,30,7,2023-10-14 18:29:56,1,325.26
23,73,12,2023-10-14 19:48:23,2,1594.41
41,28,9,2023-10-14 16:44:12,1,452.65
5,44,7,2023-10-14 09:14:17,1,1417.49
13,76,11,2023-10-14 15:09:01,1,2011.35
69,1,7,2023-10-14 08:48:32,1,2113.28
21,20,14,2023-10-14 16:39:11,1,1935.38
5,7,3,2023-10-14 14:50:52,1,2658.62
46,46,15,2023-10-14 14:52:57,2,620.75
47,66,11,2023-10-15 20:39:57,1,1311.32
90,9,10,2023-10-15 17:07:27,4,1786.98
60,45,6,2023-10-15 17:40:11,2,582.13
5,44,2,2023-10-15 09:27:15,4,1372.11
53,33,15,2023-10-15 14:36:26,1,258.02
53,71,5,2023-10-15 09:26:38,5,2371.43
40,29,3,2023-10-15 20:38:09,2,426.06
29,73,1,2023-10-15 11:05:10,1,1582.65
98,28,7,2023-10-15 09:12:10,2,466.45
2,55,10,2023-10-15 20:34:53,4,772.35
47,74,15,2023-10-15 15:36:03,2,1675.71
53,22,3,2023-10-15 17:21:25,1,1480.65
34,41,13,2023-10-15 10:53:17,1,1467.33
96,65,13,2023-10-15 19:42:56,3,1711.31
76,76,13,2023-10-15 12:35:48,3,1810.49
45,32,4,2023-10-16 11:26:33,1,410.93
56,63,3,2023-10-16 15:53:14,1,2133.31
58,75,8,2023-10-16 16:45:08,1,1354.05
52,76,6,2023-10-16 08:29:16,1,1922.71
85,57,4,2023-10-16 10:25:43,1,323.28
96,3,10,2023-10-16 20:18:30,2,2166.84
43,45,2,2023-10-16 08:04:23,1,606.78
42,5,14,2023-10-16 19:03:19,3,2295.84
9,62,11,2023-10-16 20:14:43,3,2053.53
81,5,11,2023-10-16 15:24:35,1,2394.2
70,70,6,2023-10-16 11:29:21,1,2395.89
50,39,15,2023-10-16 12:06:16,3,488.67
11,70,4,2023-10-17 14:57:33,5,2310.68
87,7,6,2023-10-17 16:48:53,4,2680.56
38,54,12,2023-10-17 09:52:00,1,760.64
91,33,4,2023-10-17 17:07:24,1,251.44
34,7,9,2023-10-17 08:17:25,1,2851.05
84,53,10,2023-10-17 10:47:58,1,712.66
43,50,7,2023-10-17 19:38:39,1,455.5
21,60,2,2023-10-17 17:53:04,2,277.52
63,58,12,2023-10-17 14:28:28,1,224.64
45,70,8,2023-10-18 13:04:00,4,2316.86
53,55,10,2023-10-18 08:37:03,1,792.57
52,43,7,2023-10-18 12:26:25,5,1489.51
15,21,13,2023-10-18 13:07:35,4,1223.94
42,19,15,2023-10-18 15:54:25,1,2131.56
43,51,11,2023-10-18 19:24:52,1,391.14
26,20,12,2023-10-18 09:54:09,1,1996.64
33,59,15,2023-10-18 10:54:11,1,287.09
79,63,10,2023-10-18 14:51:02,1,2111.43
17,17,1,2023-10-18 15:57:50,2,1907.6
21,30,8,2023-10-18 17:40:55,1,342.65
94,9,11,2023-10-18 19:28:06,2,1961.04
14,28,8,2023-10-18 13:57:46,1,423.28
28,56,10,2023-10-18 12:08:53,1,1016.7
90,3,1,2023-10-18 10:38:21,1,1996.3
72,27,12,2023-10-18 09:19:22,2,597.55
80,48,4,2023-10-18 17:51:10,1,633.18
53,12,8,2023-10-18 11:15:47,1,1978.66
47,70,1,2023-10-19 19:40:50,1,2281.4
69,54,2,2023-10-19 08:12:04,4,724.41
60,46,2,2023-10-19 18:07:43,1,631.55
71,38,4,2023-10-19 09:33:27,1,319.0
9,55,7,2023-10-19 10:14:19,1,737.05
38,41,1,2023-10-19 08:49:17,1,1626.24
88,43,8,2023-10-19 08:11:43,4,1509.45
22,71,4,2023-10-19 10:04:47,1,2395.33
77,41,15,2023-10-19 12:20:28,3,1561.08
17,25,6,2023-10-19 18:28:13,1,412.93
68,23,3,2023-10-19 14:36:01,1,1139.61
27,23,14,2023-10-19 18:22:39,1,1243.73
100,61,2,2023-10-19 12:21:09,3,1933.76
11,49,4,2023-10-19 20:28:40,1,436.63
17,34,5,2023-10-20 10:15:56,1,349.87
40,48,12,2023-10-20 10:57:47,1,657.88
56,33,15,2023-10-20 20:36:42,1,257.39
83,11,15,2023-10-20 14:37:16,1,1968.4
18,15,12,2023-10-20 17:21:13,2,1558.87
7,68,6,2023-10-20 09:53:53,1,1953.51
69,48,8,2023-10-20 16:02:46,2,657.94
39,72,7,2023-10-20 08:31:55,5,2268.74
62,65,8,2023-10-21 19:53:29,1,1535.39
27,21,8,2023-10-21 19:40:38,1,1193.04
47,60,8,2023-10-21 11:07:45,5,277.64
10,65,6,2023-10-21 15:08:25,1,1613.47
49,32,11,2023-10-21 11:34:19,1,381.42
99,51,15,2023-10-21 08:31:16,1,386.28
75,57,3,2023-10-21 12:28:21,1,316.28
49,1,14,2023-10-21 15:01:40,1,2089.14
45,21,14,2023-10-21 19:41:56,1,1212.59
44,8,14,2023-10-21 19:27:29,1,2951.97
96,43,9,2023-10-22 20:08:56,5,1443.2
99,2,11,2023-10-22 19:20:08,2,1904.79
4,76,9,2023-10-22 10:10:02,1,2011.35
50,48,6,2023-10-22 18:03:11,1,639.22
25,31,2,2023-10-22 09:15:00,2,419.34
79,9,4,2023-10-22 09:46:03,1,1716.65
62,26,6,2023-10-22 09:00:05,1,572.56
12,61,8,2023-10-22 16:18:30,5,2073.49
18,34,1,2023-10-22 17:58:32,1,355.46
13,1,7,2023-10-22 14:29:47,2,2140.81
40,12,2,2023-10-22 16:54:02,3,1955.97
5,56,5,2023-10-22 14:00:58,3,1024.06
35,5,11,2023-10-22 20:29:49,2,2512.15
100,54,15,2023-10-22 09:40:37,3,691.52
61,67,9,2023-10-22 09:24:13,1,1794.89
18,8,14,2023-10-22 16:42:50,2,2765.4
54,74,2,2023-10-22 12:28:13,2,1681.91
53,68,4,2023-10-22 16:19:13,1,1731.78
86,18,13,2023-10-22 10:22:50,1,2167.11
53,40,14,2023-10-23 13:06:11,3,448.51
81,14,4,2023-10-23 09:50:26,1,1411.28
36,37,5,2023-10-23 10:01:35,1,434.12
66,61,1,2023-10-23 16:46:25,1,2123.4
93,35,5,2023-10-23 17:30:49,5,339.63
38,62,4,2023-10-23 16:24:58,1,1939.12
27,18,13,2023-10-23 19:58:59,3,1913.33
71,38,2,2023-10-23 17:23:05,2,320.99
37,41,9,2023-10-23 10:34:50,1,1584.94
8,29,5,2023-10-23 16:02:47,1,397.69
99,61,5,2023-10-23 19:06:18,1,1937.53
97,53,3,2023-10-23 18:57:32,4,713.92
53,69,3,2023-10-23 17:58:52,1,1931.47
3,35,9,2023-10-23 08:41:57,1,319.93
91,20,10,2023-10-23 14:41:20,1,2025.94
28,68,15,2023-10-23 19:53:39,1,1842.22
41,64,12,2023-10-23 11:12:02,2,2122.45
31,40,1,2023-10-23 18:47:02,1,475.92
88,26,14,2023-10-23 17:02:35,3,595.86
77,7,14,2023-10-23 15:17:20,1,2873.11
87,14,4,2023-10-23 10:37:04,2,1506.29
5,16,2,2023-10-23 10:00:08,1,1705.45
8,43,10,2023-10-23 14:32:32,1,1578.41
25,38,12,2023-10-23 11:28:28,3,354.35
81,62,1,2023-10-23 09:53:15,1,1989.74
52,5,2,2023-10-24 19:46:13,2,2565.56
90,51,15,2023-10-24 08:47:24,1,405.78
18,9,6,2023-10-24 08:35:31,1,1825.07
33,76,4,2023-10-24 19:23:25,1,1855.34
48,69,7,2023-10-24 20:06:56,1,2159.99
40,32,10,2023-10-25 18:37:53,5,394.14
80,25,1,2023-10-25 12:25:33,3,395.85
21,8,7,2023-10-25 20:23:42,1,2831.27
45,6,4,2023-10-25 10:57:11,1,2781.96
19,2,6,2023-10-25 15:30:10,1,2115.14
5,52,15,2023-10-25 12:59:14,1,444.55
37,15,10,2023-10-25 10:05:50,1,1523.81
58,60,2,2023-10-25 11:04:27,2,256.64
28,35,6,2023-10-25 10:35:21,1,315.97
38,44,9,2023-10-25 12:45:11,2,1349.37
41,63,2,2023-10-25 17:33:50,3,1991.34
56,21,9,2023-10-25 17:04:25,2,1173.81
97,38,2,2023-10-25 20:32:27,1,337.61
16,54,4,2023-10-25 08:14:43,1,728.89
38,33,12,2023-10-26 15:53:24,1,254.88
37,61,12,2023-10-26 14:19:35,2,1958.52
8,62,4,2023-10-26 16:43:23,1,1835.83
5,16,2,2023-10-26 18:03:52,3,1705.45
66,17,13,2023-10-26 17:56:28,2,1988.93
10,39,3,2023-10-26 14:59:29,2,432.85
25,57,5,2023-10-26 13:12:57,3,298.48
3,22,7,2023-10-26 17:13:56,3,1341.66
79,50,10,2023-10-26 19:00:46,1,450.93
61,60,13,2023-10-26 13:51:01,1,257.11
96,2,13,2023-10-26 09:11:29,2,1997.64
71,37,5,2023-10-26 19:05:09,1,463.47
57,76,13,2023-10-26 12:23:09,2,1938.43
80,66,5,2023-10-26 20:25:35,4,1387.99
86,24,8,2023-10-27 09:31:44,1,1461.67
23,16,10,2023-10-27 14:49:34,3,1705.45
24,24,3,2023-10-27 08:06:04,1,1452.26
16,44,1,2023-10-27 10:28:17,4,1351.03
68,42,4,2023-10-27 16:48:32,5,1434.59
38,34,11,2023-10-27 18:07:46,1,368.34
52,41,13,2023-10-27 08:23:46,2,1573.09
33,62,9,2023-10-27 12:30:38,4,2078.03
45,55,3,2023-10-28 08:15:41,1,803.08
83,3,12,2023-10-28 12:19:51,2,2147.26
71,57,12,2023-10-28 15:37:21,1,327.77
82,26,7,2023-10-28 17:17:04,3,576.42
52,55,7,2023-10-28 16:30:59,1,767.87
85,48,2,2023-10-28 14:07:09,2,582.31
12,69,6,2023-10-28 13:20:29,1,2165.03
91,53,5,2023-10-28 19:17:26,1,690.16
39,6,11,2023-10-28 13:31:09,1,2855.03
18,57,8,2023-10-28 09:44:13,2,319.76
5,22,3,2023-10-28 19:20:26,1,1463.4
8,55,9,2023-10-28 18:17:04,5,777.72
29,45,8,2023-10-28 19:29:37,1,640.23
6,14,3,2023-10-29 16:44:30,1,1492.62
83,54,8,2023-10-29 20:33:29,1,743.78
24,67,14,2023-10-29 18:58:32,1,1747.51
79,37,1,2023-10-29 20:33:43,2,455.81
98,64,3,2023-10-29 18:26:47,1,2130.43
40,58,7,2023-10-29 17:35:34,1,239.59
12,62,7,2023-10-29 13:37:20,1,2095.62
56,4,9,2023-10-29 12:00:16,1,1911.01
23,5,8,2023-10-29 16:53:52,1,2405.12
96,75,4,2023-10-29 13:50:43,2,1312.75
12,70,10,2023-10-29 15:30:23,1,2173.09
41,64,14,2023-10-30 15:40:42,5,2051.16
27,25,15,2023-10-30 10:40:02,3,443.21
66,62,3,2023-10-30 10:48:44,1,2047.68
35,64,12,2023-10-30 13:17:50,1,1901.5
39,35,9,2023-10-30 12:21:09,1,319.7
7,72,8,2023-10-30 18:49:04,4,2225.67
15,18,12,2023-10-30 17:33:51,1,2085.13
44,16,10,2023-10-30 18:08:11,1,1593.56
68,71,11,2023-10-30 12:11:39,4,2206.9
46,54,12,2023-10-30 13:53:10,1,736.01
96,38,7,2023-10-30 11:59:46,1,350.24
19,40,9,2023-10-30 17:01:49,1,489.49
35,8,14,2023-10-31 16:58:39,1,2982.63
100,56,11,2023-10-31 19:02:43,1,1099.67
25,25,5,2023-10-31 16:25:32,1,406.97
30,21,7,2023-10-31 19:31:18,2,1213.6
53,61,11,2023-10-31 08:54:18,2,2100.35
54,57,8,2023-10-31 20:06:20,1,300.25
49,73,2,2023-10-31 13:08:37,1,1737.88
59,9,3,2023-10-31 17:42:51,1,1873.77
66,42,10,2023-10-31 08:36:29,1,1468.12
67,42,9,2023-10-31 16:54:55,4,1550.83
35,39,11,2023-10-31 10:30:17,2,468.52
10,48,15,2023-10-31 18:59:12,1,641.36
91,44,13,2023-10-31 17:29:24,1,1394.61
83,46,14,2023-10-31 17:13:02,2,681.95
29,23,14,2023-10-31 17:02:57,1,1223.0
5,60,8,2023-11-01 14:46:12,2,268.06
22,44,11,2023-11-01 10:28:12,2,1323.59
43,32,5,2023-11-01 20:11:24,1,384.34
54,14,15,2023-11-01 17:04:35,1,1324.85
35,37,9,2023-11-01 08:44:33,1,453.61
6,55,7,2023-11-01 18:56:41,4,740.44
57,11,1,2023-11-01 14:47:00,1,1959.15
37,73,5,2023-11-01 15:05:13,2,1651.42
18,24,4,2023-11-01 10:38:17,1,1488.78
87,11,15,2023-11-02 15:23:43,1,1773.42
61,30,12,2023-11-02 08:06:21,3,334.89
74,26,12,2023-11-02 11:31:20,1,549.34
12,35,10,2023-11-02 15:07:49,1,319.31
53,70,15,2023-11-02 18:28:58,2,2319.93
3,70,15,2023-11-02 16:04:48,5,2265.39
33,48,2,2023-11-02 11:39:37,1,639.81
72,65,4,2023-11-02 17:43:41,1,1521.65
82,36,2,2023-11-02 10:39:42,5,399.05
21,6,10,2023-11-02 08:17:21,1,2536.22
80,9,8,2023-11-02 08:40:06,2,1849.46
9,30,1,2023-11-02 08:32:52,1,334.63
76,69,14,2023-11-02 20:18:52,3,2149.63
58,27,2,2023-11-02 15:11:31,1,597.01
51,50,12,2023-11-02 19:16:06,1,450.25
10,26,7,2023-11-02 14:16:17,2,563.5
19,12,3,2023-11-03 18:27:01,1,1926.58
32,39,1,2023-11-03 09:16:22,1,436.85
20,34,9,2023-11-03 11:37:04,1,373.4
87,71,2,2023-11-03 12:33:51,1,2201.6
68,52,13,2023-11-03 12:09:28,3,473.75
58,25,10,2023-11-03 18:23:41,1,403.02
93,17,5,2023-11-03 10:49:43,1,2039.66
34,28,11,2023-11-03 17:08:02,1,467.22
83,17,4,2023-11-03 19:51:21,1,1977.28
15,63,11,2023-11-03 14:47:31,1,2178.56
79,69,7,2023-11-03 20:32:12,1,2184.3
77,7,6,2023-11-04 19:46:50,1,2954.06
78,4,8,2023-11-04 09:26:05,2,1928.9
88,68,12,2023-11-04 19:21:09,3,1764.84
83,49,14,2023-11-04 18:19:20,1,484.08
87,15,7,2023-11-04 16:46:12,2,1481.24
99,47,5,2023-11-04 08:17:28,1,651.01
45,37,7,2023-11-04 16:43:05,1,409.09
62,34,2,2023-11-04 16:44:02,1,357.05
75,20,5,2023-11-04 15:08:46,2,1905.73
89,75,9,2023-11-04 17:14:48,1,1332.98
57,5,2,2023-11-04 15:28:16,3,2498.9
86,75,1,2023-11-04 16:45:21,1,1331.71
58,23,10,2023-11-04 12:09:24,3,1149.3
77,56,4,2023-11-04 12:08:19,4,955.95
1,31,9,2023-11-04 18:42:21,1,431.19
70,66,7,2023-11-04 09:45:23,2,1381.42
17,61,9,2023-11-05 20:15:44,2,2172.22
57,16,13,2023-11-05 17:51:03,5,1635.18
23,75,6,2023-11-05 19:27:03,2,1356.71
2,28,2,2023-11-05 11:45:35,3,443.7
1,50,8,2023-11-05 13:42:49,2,464.8
79,20,5,2023-11-05 09:47:39,3,2155.57
94,43,6,2023-11-05 18:47:10,1,1498.37
20,36,1,2023-11-05 10:31:19,3,399.05
44,52,1,2023-11-06 20:47:00,1,454.44
91,16,6,2023-11-06 19:26:54,1,1647.58
20,30,13,2023-11-06 10:56:13,1,313.27
50,20,8,2023-11-06 10:29:48,2,2104.04
1,49,8,2023-11-06 18:32:17,1,438.13
95,55,6,2023-11-06 17:19:02,1,740.41
13,18,15,2023-11-06 18:17:21,2,2095.2
39,51,10,2023-11-06 10:01:17,1,405.13
10,19,11,2023-11-06 13:50:48,1,2182.5
68,51,14,2023-11-06 17:02:54,1,402.72
28,43,14,2023-11-06 19:59:28,5,1462.79
48,47,5,2023-11-06 10:51:52,1,640.09
47,73,5,2023-11-06 08:17:24,1,1796.86
76,20,11,2023-11-06 20:52:40,1,1904.96
9,16,10,2023-11-06 15:54:51,1,1485.24
47,57,8,2023-11-06 08:46:13,3,306.17
10,34,9,2023-11-07 20:38:43,1,384.09
89,57,15,2023-11-07 12:55:50,1,294.99
60,44,12,2023-11-07 11:04:57,2,1374.58
2,9,2,2023-11-07 09:26:17,3,1916.95
1,11,3,2023-11-07 20:22:27,1,1876.36
12,15,13,2023-11-07 14:24:33,2,1556.41
51,52,15,2023-11-07 16:53:22,1,436.37
94,8,8,2023-11-07 09:45:07,2,2895.03
16,76,15,2023-11-07 17:05:16,1,1861.42
74,1,8,2023-11-07 15:56:29,1,2274.7
44,56,1,2023-11-07 09:51:01,3,952.02
37,13,7,2023-11-07 13:12:05,3,1723.85
29,71,12,2023-11-07 14:52:43,1,2249.76
67,10,8,2023-11-07 10:09:01,2,1846.96
22,25,11,2023-11-08 14:19:28,4,394.99
99,65,2,2023-11-08 11:55:04,3,1643.24
52,33,12,2023-11-08 18:08:01,3,252.93
85,48,12,2023-11-08 08:17:28,1,658.81
24,67,2,2023-11-08 14:59:43,1,1763.99
59,50,1,2023-11-08 18:38:43,1,455.41
66,70,10,2023-11-08 09:55:24,1,2289.73
31,39,13,2023-11-08 18:51:09,1,450.14
51,22,2,2023-11-08 16:56:26,3,1408.45
71,50,12,2023-11-08 13:19:46,3,487.57
16,31,6,2023-11-08 16:37:05,1,434.85
3,6,1,2023-11-08 08:54:10,1,2805.76
43,14,7,2023-11-08 14:06:16,1,1465.94
3,22,6,2023-11-08 11:43:40,1,1485.96
44,18,8,2023-11-08 13:26:38,2,1902.7
67,30,11,2023-11-09 12:52:07,1,350.11
22,75,3,2023-11-09 17:17:33,4,1380.13
46,56,10,2023-11-09 19:13:29,1,994.98
75,51,10,2023-11-09 13:48:29,2,426.14
19,61,6,2023-11-09 09:12:18,1,1944.74
24,14,14,2023-11-09 14:51:47,1,1440.21
67,45,9,2023-11-09 19:41:13,1,656.4
85,61,7,2023-11-09 19:02:48,3,2164.35
43,38,14,2023-11-09 17:26:51,2,346.34
83,56,13,2023-11-09 09:07:10,5,1025.35
97,67,9,2023-11-09 15:47:19,4,1855.27
69,45,11,2023-11-09 20:29:24,1,638.27
37,48,5,2023-11-09 16:03:23,1,610.24
24,19,14,2023-11-09 11:33:01,1,1930.96
3,50,5,2023-11-09 08:23:28,1,432.18
100,29,14,2023-11-09 16:36:51,3,416.33
95,53,3,2023-11-09 12:07:51,4,678.24
62,19,6,2023-11-10 18:14:57,1,2149.72
16,57,1,2023-11-10 11:59:54,1,295.76
41,63,7,2023-11-10 19:49:47,1,2193.27
75,16,13,2023-11-10 20:19:01,2,1705.45
14,20,5,2023-11-10 12:11:38,1,2143.31
34,20,6,2023-11-10 13:06:06,1,2088.77
89,34,12,2023-11-10 17:44:51,1,358.49
9,40,3,2023-11-10 16:15:41,2,465.27
56,62,3,2023-11-10 08:03:40,1,1979.68
92,65,12,2023-11-10 10:16:01,1,1535.38
96,11,14,2023-11-11 19:24:17,1,1726.86
24,76,4,2023-11-11 18:21:06,3,2011.35
87,65,10,2023-11-11 11:08:04,2,1561.55
33,12,10,2023-11-11 12:04:01,1,1851.17
3,75,1,2023-11-11 16:21:10,2,1336.23
98,33,3,2023-11-11 13:44:57,1,251.29
15,61,14,2023-11-11 09:22:22,1,2184.33
61,52,10,2023-11-11 18:41:57,2,438.8
24,1,2,2023-11-12 18:25:57,1,2173.98
4,62,2,2023-11-12 20:53:39,1,2092.04
56,43,11,2023-11-12 10:55:19,1,1479.76
64,35,3,2023-11-12 15:46:36,2,312.83
37,54,10,2023-11-12 10:26:54,1,687.23
96,26,15,2023-11-12 10:19:33,2,568.18
93,61,2,2023-11-12 16:09:19,5,2194.41
50,68,9,2023-11-12 20:11:15,1,1878.5
