VentaSK,SK_Proveedor,SK_RangoDistancia,SK_EstadoPedido,SK_Almacen,Fecha_Envio,Fecha_Estimada,Fecha_Entrega_Real,Distancia_Km,Costo_Total,Costo_Por_Km,Tiempo_Entrega_Dias,Entregado_A_Tiempo
12984,3,1,3,15,2023-08-09,2023-08-13,2023-08-14,49.18,569.26,11.58,5,No
12985,3,1,3,15,2023-08-08,2023-08-12,2023-08-09,35.56,473.92,13.33,1,Si
12986,1,1,3,3,2023-08-10,2023-08-14,2023-08-15,18.22,279.32,15.33,5,No
12987,6,2,3,13,2023-08-08,2023-08-12,2023-08-11,157.46,1137.3,7.22,3,Si
12988,1,1,3,10,2023-08-08,2023-08-12,2023-08-10,11.83,240.98,20.37,2,Si
12989,2,1,3,2,2023-08-09,2023-08-13,2023-08-13,26.93,372.54,13.83,4,Si
12990,1,1,3,6,2023-08-08,2023-08-12,2023-08-12,35.64,383.84,10.77,4,Si
12991,2,1,3,6,2023-08-08,2023-08-12,2023-08-11,45.43,492.8,10.85,3,Si
12992,2,1,3,14,2023-08-11,2023-08-15,2023-08-12,23.69,351.49,14.84,1,Si
12993,1,1,3,3,2023-08-10,2023-08-14,2023-08-14,24.11,314.66,13.05,4,Si
12994,1,1,3,15,2023-08-09,2023-08-13,2023-08-11,36.6,389.6,10.64,2,Si
12995,6,2,3,2,2023-08-10,2023-08-14,2023-08-17,141.74,1058.7,7.47,7,No
12996,4,2,3,1,2023-08-11,2023-08-15,2023-08-16,196.58,1086.32,5.53,5,No
12997,1,1,4,3,2023-08-09,2023-08-13,2023-08-12,5.05,200.3,39.66,3,Si
12998,2,1,3,12,2023-08-11,2023-08-15,2023-08-13,11.13,269.85,24.25,2,Si
12999,3,1,1,7,2023-08-09,2023-08-13,,49.03,568.21,11.59,0,Pendiente
13000,2,1,3,8,2023-08-10,2023-08-14,2023-08-12,41.26,465.69,11.29,2,Si
13001,2,1,2,4,2023-08-10,2023-08-14,,5.03,230.19,45.76,0,Pendiente
13002,3,1,3,1,2023-08-10,2023-08-14,2023-08-11,6.75,272.25,40.33,1,Si
13003,3,1,3,8,2023-08-11,2023-08-15,2023-08-14,40.1,505.7,12.61,3,Si
13004,2,1,3,2,2023-08-12,2023-08-16,2023-08-16,30.87,398.15,12.9,4,Si
13005,2,1,3,7,2023-08-11,2023-08-15,2023-08-18,6.97,242.81,34.84,7,No
13006,1,1,3,10,2023-08-12,2023-08-16,2023-08-15,30.69,354.14,11.54,3,Si
13007,3,1,3,6,2023-08-11,2023-08-15,2023-08-18,34.97,469.79,13.43,7,No
13008,4,2,3,8,2023-08-11,2023-08-15,2023-08-14,244.71,1278.84,5.23,3,Si
13009,6,2,3,1,2023-08-10,2023-08-14,2023-08-17,226.6,1483.0,6.54,7,No
13010,3,1,3,8,2023-08-12,2023-08-16,2023-08-13,28.2,422.4,14.98,1,Si
13011,4,2,3,14,2023-08-11,2023-08-15,2023-08-16,241.27,1265.08,5.24,5,No
13012,5,2,3,6,2023-08-11,2023-08-15,2023-08-16,80.25,686.12,8.55,5,No
13013,3,1,3,1,2023-08-11,2023-08-15,2023-08-18,5.58,264.06,47.32,7,No
13014,2,1,3,2,2023-08-12,2023-08-16,2023-08-19,44.63,487.6,10.93,7,No
13015,8,3,3,6,2023-08-10,2023-08-14,2023-08-16,1490.35,4037.8,2.71,6,No
13016,3,1,3,11,2023-08-10,2023-08-14,2023-08-11,30.34,437.38,14.42,1,Si
13017,1,1,3,9,2023-08-11,2023-08-15,2023-08-13,25.68,324.08,12.62,2,Si
13018,7,3,1,1,2023-08-13,2023-08-17,,1005.84,2611.68,2.6,0,Pendiente
13019,6,2,3,11,2023-08-12,2023-08-16,2023-08-19,246.23,1581.15,6.42,7,No
13020,3,1,3,8,2023-08-12,2023-08-16,2023-08-19,36.82,482.74,13.11,7,No
13021,2,1,3,8,2023-08-12,2023-08-16,2023-08-13,27.5,376.25,13.68,1,Si
13022,3,1,3,2,2023-08-11,2023-08-15,2023-08-17,12.73,314.11,24.67,6,No
13023,2,1,3,14,2023-08-12,2023-08-16,2023-08-15,44.21,484.87,10.97,3,Si
13024,7,3,3,7,2023-08-13,2023-08-17,2023-08-15,722.52,2045.04,2.83,2,Si
13025,5,2,3,12,2023-08-11,2023-08-15,2023-08-15,143.18,969.31,6.77,4,Si
13026,3,1,3,11,2023-08-11,2023-08-15,2023-08-14,35.95,476.65,13.26,3,Si
13027,6,2,3,4,2023-08-12,2023-08-16,2023-08-15,84.93,774.65,9.12,3,Si
13028,3,1,3,6,2023-08-11,2023-08-15,2023-08-18,8.92,287.44,32.22,7,No
13029,2,1,3,7,2023-08-13,2023-08-17,2023-08-19,9.52,259.38,27.25,6,No
13030,5,2,3,4,2023-08-12,2023-08-16,2023-08-19,286.67,1615.02,5.63,7,No
13031,3,1,3,2,2023-08-14,2023-08-18,2023-08-15,24.9,399.3,16.04,1,Si
13032,3,1,3,1,2023-08-14,2023-08-18,2023-08-20,29.75,433.25,14.56,6,No
13033,1,1,3,14,2023-08-13,2023-08-17,2023-08-20,41.45,418.7,10.1,7,No
13034,3,1,4,1,2023-08-13,2023-08-17,2023-08-14,5.05,260.35,51.55,1,Si
13035,3,1,3,9,2023-08-13,2023-08-17,2023-08-18,45.81,545.67,11.91,5,No
13036,1,1,3,9,2023-08-13,2023-08-17,2023-08-17,12.29,243.74,19.83,4,Si
13037,3,1,2,13,2023-08-14,2023-08-18,,43.69,530.83,12.15,0,Pendiente
13038,1,1,3,8,2023-08-12,2023-08-16,2023-08-13,21.43,298.58,13.93,1,Si
13039,2,1,3,8,2023-08-14,2023-08-18,2023-08-21,36.47,434.56,11.92,7,No
13040,3,1,3,6,2023-08-14,2023-08-18,2023-08-15,26.68,411.76,15.43,1,Si
13041,1,1,3,1,2023-08-12,2023-08-16,2023-08-16,49.75,468.5,9.42,4,Si
13042,6,2,3,15,2023-08-14,2023-08-18,2023-08-19,101.27,856.35,8.46,5,No
13043,1,1,3,12,2023-08-14,2023-08-18,2023-08-17,19.47,286.82,14.73,3,Si
13044,2,1,3,10,2023-08-13,2023-08-17,2023-08-16,24.81,358.76,14.46,3,Si
13045,3,1,3,10,2023-08-13,2023-08-17,2023-08-19,18.32,353.24,19.28,6,No
13046,3,1,2,14,2023-08-14,2023-08-18,,39.07,498.49,12.76,0,Pendiente
13047,3,1,3,14,2023-08-15,2023-08-19,2023-08-18,38.31,493.17,12.87,3,Si
13048,7,3,3,8,2023-08-15,2023-08-19,2023-08-17,1252.39,3104.78,2.48,2,Si
13049,3,1,3,15,2023-08-15,2023-08-19,2023-08-21,30.01,435.07,14.5,6,No
13050,2,1,3,12,2023-08-15,2023-08-19,2023-08-17,26.89,372.28,13.84,2,Si
13051,3,1,3,14,2023-08-14,2023-08-18,2023-08-20,23.33,388.31,16.64,6,No
13052,2,1,1,4,2023-08-14,2023-08-18,,5.71,234.62,41.09,0,Pendiente
13053,3,1,3,2,2023-08-14,2023-08-18,2023-08-21,32.69,453.83,13.88,7,No
13054,5,2,3,8,2023-08-13,2023-08-17,2023-08-15,128.89,905.0,7.02,2,Si
13055,2,1,3,1,2023-08-13,2023-08-17,2023-08-19,48.9,515.35,10.54,6,No
13056,3,1,3,2,2023-08-13,2023-08-17,2023-08-15,12.27,310.89,25.34,2,Si
13057,3,1,2,12,2023-08-13,2023-08-17,,10.51,298.57,28.41,0,Pendiente
13058,1,1,3,6,2023-08-14,2023-08-18,2023-08-19,29.29,345.74,11.8,5,No
13059,2,1,1,9,2023-08-13,2023-08-17,,6.7,241.05,35.98,0,Pendiente
13060,5,2,3,6,2023-08-14,2023-08-18,2023-08-21,227.64,1349.38,5.93,7,No
13061,3,1,2,4,2023-08-14,2023-08-18,,5.33,262.31,49.21,0,Pendiente
13062,2,1,2,15,2023-08-14,2023-08-18,,42.13,471.35,11.19,0,Pendiente
13063,2,1,3,5,2023-08-13,2023-08-17,2023-08-14,15.11,295.72,19.57,1,Si
13064,2,1,3,8,2023-08-14,2023-08-18,2023-08-20,10.06,262.89,26.13,6,No
13065,3,1,1,2,2023-08-14,2023-08-18,,8.04,281.28,34.99,0,Pendiente
13066,1,1,2,6,2023-08-15,2023-08-19,,7.83,216.98,27.71,0,Pendiente
13067,3,1,2,1,2023-08-16,2023-08-20,,16.5,340.5,20.64,0,Pendiente
13068,2,1,3,15,2023-08-15,2023-08-19,2023-08-22,44.93,489.55,10.9,7,No
13069,6,2,3,4,2023-08-16,2023-08-20,2023-08-19,127.51,987.55,7.74,3,Si
13070,2,1,3,6,2023-08-14,2023-08-18,2023-08-21,14.75,293.38,19.89,7,No
13071,4,2,3,9,2023-08-14,2023-08-18,2023-08-21,149.92,899.68,6.0,7,No
13072,3,1,3,6,2023-08-15,2023-08-19,2023-08-18,23.84,391.88,16.44,3,Si
13073,6,2,3,1,2023-08-15,2023-08-19,2023-08-18,67.78,688.9,10.16,3,Si
13074,2,1,3,15,2023-08-15,2023-08-19,2023-08-16,10.63,266.6,25.08,1,Si
13075,1,1,3,2,2023-08-14,2023-08-18,2023-08-18,10.46,232.76,22.25,4,Si
13076,3,1,4,8,2023-08-15,2023-08-19,2023-08-20,32.11,449.77,14.01,5,No
13077,4,2,3,7,2023-08-14,2023-08-18,2023-08-20,131.11,824.44,6.29,6,No
13078,1,1,4,2,2023-08-15,2023-08-19,2023-08-17,47.73,456.38,9.56,2,Si
13079,8,3,3,2,2023-08-16,2023-08-20,2023-08-20,399.35,1528.51,3.83,4,Si
13080,3,1,1,4,2023-08-15,2023-08-19,,8.47,284.29,33.56,0,Pendiente
13081,6,2,3,2,2023-08-14,2023-08-18,2023-08-16,70.53,702.65,9.96,2,Si
13082,2,1,3,13,2023-08-17,2023-08-21,2023-08-18,34.88,424.22,12.16,1,Si
13083,3,1,2,15,2023-08-17,2023-08-21,,30.79,440.53,14.31,0,Pendiente
13084,1,1,3,6,2023-08-16,2023-08-20,2023-08-19,5.12,200.72,39.2,3,Si
13085,2,1,3,1,2023-08-17,2023-08-21,2023-08-23,29.04,386.26,13.3,6,No
13086,3,1,4,15,2023-08-15,2023-08-19,2023-08-18,12.05,309.35,25.67,3,Si
13087,3,1,2,12,2023-08-15,2023-08-19,,33.59,460.13,13.7,0,Pendiente
13088,3,1,3,3,2023-08-15,2023-08-19,2023-08-18,49.01,568.07,11.59,3,Si
13089,1,1,3,15,2023-08-15,2023-08-19,2023-08-16,37.86,397.16,10.49,1,Si
13090,3,1,3,3,2023-08-15,2023-08-19,2023-08-21,19.07,358.49,18.8,6,No
13091,1,1,3,14,2023-08-16,2023-08-20,2023-08-22,34.84,379.04,10.88,6,No
13092,1,1,2,11,2023-08-16,2023-08-20,,31.25,357.5,11.44,0,Pendiente
13093,3,1,3,4,2023-08-16,2023-08-20,2023-08-21,43.13,526.91,12.22,5,No
13094,3,1,3,2,2023-08-15,2023-08-19,2023-08-20,18.12,351.84,19.42,5,No
13095,1,1,3,6,2023-08-18,2023-08-22,2023-08-21,49.14,464.84,9.46,3,Si
13096,3,1,3,1,2023-08-17,2023-08-21,2023-08-20,46.66,551.62,11.82,3,Si
13097,2,1,3,1,2023-08-16,2023-08-20,2023-08-21,40.79,462.63,11.34,5,No
13098,2,1,3,2,2023-08-16,2023-08-20,2023-08-23,25.95,366.17,14.11,7,No
13099,4,2,3,6,2023-08-18,2023-08-22,2023-08-20,87.44,649.76,7.43,2,Si
13100,3,1,3,3,2023-08-17,2023-08-21,2023-08-22,17.8,349.6,19.64,5,No
13101,1,1,3,6,2023-08-16,2023-08-20,2023-08-22,5.48,202.88,37.02,6,No
13102,3,1,3,3,2023-08-17,2023-08-21,2023-08-22,6.42,269.94,42.05,5,No
13103,1,1,3,11,2023-08-18,2023-08-22,2023-08-21,7.09,212.54,29.98,3,Si
13104,3,1,3,6,2023-08-17,2023-08-21,2023-08-24,46.67,551.69,11.82,7,No
13105,1,1,2,6,2023-08-18,2023-08-22,,20.14,290.84,14.44,0,Pendiente
13106,3,1,3,6,2023-08-17,2023-08-21,2023-08-20,25.1,400.7,15.96,3,Si
13107,1,1,2,12,2023-08-16,2023-08-20,,23.51,311.06,13.23,0,Pendiente
13108,3,1,3,11,2023-08-17,2023-08-21,2023-08-21,7.32,276.24,37.74,4,Si
13109,2,1,1,3,2023-08-16,2023-08-20,,17.94,314.11,17.51,0,Pendiente
13110,1,1,1,2,2023-08-18,2023-08-22,,9.51,227.06,23.88,0,Pendiente
13111,6,2,3,3,2023-08-16,2023-08-20,2023-08-23,192.37,1311.85,6.82,7,No
13112,2,1,3,15,2023-08-16,2023-08-20,2023-08-20,25.86,365.59,14.14,4,Si
13113,3,1,3,6,2023-08-18,2023-08-22,2023-08-19,5.23,261.61,50.02,1,Si
13114,3,1,3,14,2023-08-19,2023-08-23,2023-08-21,43.09,526.63,12.22,2,Si
13115,3,1,3,12,2023-08-18,2023-08-22,2023-08-21,34.46,466.22,13.53,3,Si
13116,1,1,1,11,2023-08-17,2023-08-21,,10.27,231.62,22.55,0,Pendiente
13117,7,3,3,6,2023-08-18,2023-08-22,2023-08-20,1436.33,3472.66,2.42,2,Si
13118,2,1,3,4,2023-08-19,2023-08-23,2023-08-23,7.31,245.01,33.52,4,Si
13119,3,1,4,1,2023-08-19,2023-08-23,2023-08-23,36.39,479.73,13.18,4,Si
13120,1,1,3,2,2023-08-19,2023-08-23,2023-08-22,8.63,221.78,25.7,3,Si
13121,3,1,3,15,2023-08-17,2023-08-21,2023-08-18,40.71,509.97,12.53,1,Si
13122,3,1,3,13,2023-08-19,2023-08-23,2023-08-25,33.53,459.71,13.71,6,No
13123,5,2,3,6,2023-08-19,2023-08-23,2023-08-22,171.7,1097.65,6.39,3,Si
13124,2,1,1,14,2023-08-18,2023-08-22,,35.0,425.0,12.14,0,Pendiente
13125,5,2,3,15,2023-08-19,2023-08-23,2023-08-22,131.83,918.24,6.97,3,Si
13126,1,1,3,7,2023-08-17,2023-08-21,2023-08-22,38.17,399.02,10.45,5,No
13127,1,1,3,3,2023-08-19,2023-08-23,2023-08-20,37.45,394.7,10.54,1,Si
13128,2,1,3,4,2023-08-19,2023-08-23,2023-08-24,47.43,505.8,10.66,5,No
13129,2,1,3,4,2023-08-19,2023-08-23,2023-08-24,6.52,239.88,36.79,5,No
13130,4,2,3,12,2023-08-19,2023-08-23,2023-08-24,184.9,1039.6,5.62,5,No
13131,2,1,3,4,2023-08-19,2023-08-23,2023-08-20,25.03,360.19,14.39,1,Si
13132,3,1,3,1,2023-08-20,2023-08-24,2023-08-21,32.45,452.15,13.93,1,Si
13133,8,3,3,15,2023-08-19,2023-08-23,2023-08-21,1088.07,3112.56,2.86,2,Si
13134,2,1,3,12,2023-08-18,2023-08-22,2023-08-25,18.83,319.89,16.99,7,No
13135,1,1,3,3,2023-08-20,2023-08-24,2023-08-27,12.33,243.98,19.79,7,No
13136,3,1,3,3,2023-08-18,2023-08-22,2023-08-19,10.61,299.27,28.21,1,Si
13137,3,1,3,2,2023-08-18,2023-08-22,2023-08-19,44.01,533.07,12.11,1,Si
13138,1,1,3,7,2023-08-18,2023-08-22,2023-08-25,26.47,328.82,12.42,7,No
13139,3,1,3,14,2023-08-20,2023-08-24,2023-08-24,40.42,507.94,12.57,4,Si
13140,1,1,3,12,2023-08-19,2023-08-23,2023-08-22,27.89,337.34,12.1,3,Si
13141,2,1,3,5,2023-08-20,2023-08-24,2023-08-25,27.25,374.62,13.75,5,No
13142,1,1,3,4,2023-08-18,2023-08-22,2023-08-23,10.73,234.38,21.84,5,No
13143,3,1,3,6,2023-08-18,2023-08-22,2023-08-20,9.28,289.96,31.25,2,Si
13144,1,1,3,7,2023-08-19,2023-08-23,2023-08-22,21.51,299.06,13.9,3,Si
13145,2,1,3,5,2023-08-19,2023-08-23,2023-08-26,25.69,364.49,14.19,7,No
13146,2,1,2,2,2023-08-20,2023-08-24,,48.98,515.87,10.53,0,Pendiente
13147,8,3,3,13,2023-08-18,2023-08-22,2023-08-23,1021.48,2959.4,2.9,5,No
13148,6,2,3,8,2023-08-19,2023-08-23,2023-08-20,165.46,1177.3,7.12,1,Si
13149,2,1,3,1,2023-08-20,2023-08-24,2023-08-22,9.64,260.16,26.99,2,Si
13150,2,1,3,7,2023-08-20,2023-08-24,2023-08-27,18.79,319.63,17.01,7,No
13151,1,1,3,7,2023-08-19,2023-08-23,2023-08-23,20.45,292.7,14.31,4,Si
13152,1,1,3,8,2023-08-20,2023-08-24,2023-08-27,25.03,320.18,12.79,7,No
13153,4,2,3,6,2023-08-20,2023-08-24,2023-08-24,96.63,686.52,7.1,4,Si
13154,2,1,4,11,2023-08-20,2023-08-24,2023-08-24,10.58,266.27,25.17,4,Si
13155,2,1,3,15,2023-08-19,2023-08-23,2023-08-26,37.65,442.23,11.75,7,No
13156,7,3,2,1,2023-08-20,2023-08-24,,828.2,2256.4,2.72,0,Pendiente
13157,3,1,3,6,2023-08-20,2023-08-24,2023-08-25,42.49,522.43,12.3,5,No
13158,3,1,3,15,2023-08-20,2023-08-24,2023-08-21,29.36,430.52,14.66,1,Si
13159,3,1,3,6,2023-08-21,2023-08-25,2023-08-28,23.05,386.35,16.76,7,No
13160,3,1,3,14,2023-08-21,2023-08-25,2023-08-28,36.65,481.55,13.14,7,No
13161,3,1,3,7,2023-08-20,2023-08-24,2023-08-22,18.42,353.94,19.21,2,Si
13162,1,1,3,14,2023-08-21,2023-08-25,2023-08-25,13.52,251.12,18.57,4,Si
13163,4,2,3,3,2023-08-20,2023-08-24,2023-08-27,157.12,928.48,5.91,7,No
13164,8,3,4,8,2023-08-21,2023-08-25,2023-08-26,1384.84,3795.13,2.74,5,No
13165,1,1,3,15,2023-08-19,2023-08-23,2023-08-26,47.53,455.18,9.58,7,No
13166,5,2,3,8,2023-08-20,2023-08-24,2023-08-25,184.24,1154.08,6.26,5,No
13167,1,1,3,6,2023-08-22,2023-08-26,2023-08-27,11.84,241.04,20.36,5,No
13168,1,1,3,4,2023-08-22,2023-08-26,2023-08-24,45.32,441.92,9.75,2,Si
13169,1,1,4,8,2023-08-20,2023-08-24,2023-08-22,11.79,240.74,20.42,2,Si
13170,3,1,3,4,2023-08-22,2023-08-26,2023-08-26,21.45,375.15,17.49,4,Si
13171,2,1,4,1,2023-08-22,2023-08-26,2023-08-29,14.67,292.86,19.96,7,No
13172,3,1,3,3,2023-08-20,2023-08-24,2023-08-22,36.77,482.39,13.12,2,Si
13173,3,1,3,7,2023-08-20,2023-08-24,2023-08-27,7.48,277.36,37.08,7,No
13174,2,1,3,4,2023-08-22,2023-08-26,2023-08-28,19.35,323.27,16.71,6,No
13175,3,1,2,11,2023-08-21,2023-08-25,,16.62,341.34,20.54,0,Pendiente
13176,3,1,3,1,2023-08-22,2023-08-26,2023-08-29,21.25,373.75,17.59,7,No
13177,1,1,3,1,2023-08-21,2023-08-25,2023-08-27,49.01,464.06,9.47,6,No
13178,2,1,3,1,2023-08-23,2023-08-27,2023-08-28,14.43,291.3,20.19,5,No
13179,2,1,3,3,2023-08-21,2023-08-25,2023-08-23,42.34,472.71,11.16,2,Si
13180,3,1,3,11,2023-08-23,2023-08-27,2023-08-25,43.04,526.28,12.23,2,Si
13181,2,1,3,1,2023-08-23,2023-08-27,2023-08-27,19.72,325.68,16.52,4,Si
13182,2,1,3,6,2023-08-22,2023-08-26,2023-08-24,48.27,511.25,10.59,2,Si
13183,3,1,3,14,2023-08-22,2023-08-26,2023-08-28,23.27,387.89,16.67,6,No
13184,1,1,3,14,2023-08-23,2023-08-27,2023-08-25,22.87,307.22,13.43,2,Si
13185,3,1,3,6,2023-08-22,2023-08-26,2023-08-26,41.49,515.43,12.42,4,Si
13186,1,1,3,13,2023-08-23,2023-08-27,2023-08-30,25.2,321.2,12.75,7,No
13187,2,1,3,15,2023-08-21,2023-08-25,2023-08-22,23.76,351.94,14.81,1,Si
13188,4,2,1,12,2023-08-23,2023-08-27,,268.33,1373.32,5.12,0,Pendiente
13189,1,1,3,1,2023-08-22,2023-08-26,2023-08-26,44.93,439.58,9.78,4,Si
13190,2,1,3,4,2023-08-23,2023-08-27,2023-08-28,35.91,430.91,12.0,5,No
13191,1,1,3,4,2023-08-24,2023-08-28,2023-08-25,26.69,330.14,12.37,1,Si
13192,1,1,3,13,2023-08-22,2023-08-26,2023-08-23,8.81,222.86,25.3,1,Si
13193,3,1,3,6,2023-08-23,2023-08-27,2023-08-26,48.65,565.55,11.62,3,Si
13194,2,1,3,1,2023-08-24,2023-08-28,2023-08-27,28.24,381.06,13.49,3,Si
13195,2,1,4,8,2023-08-23,2023-08-27,2023-08-27,44.68,487.92,10.92,4,Si
13196,6,2,3,6,2023-08-24,2023-08-28,2023-08-27,225.13,1475.65,6.55,3,Si
13197,2,1,3,1,2023-08-22,2023-08-26,2023-08-25,20.33,329.64,16.21,3,Si
13198,1,1,3,8,2023-08-23,2023-08-27,2023-08-26,40.12,410.72,10.24,3,Si
13199,1,1,3,8,2023-08-23,2023-08-27,2023-08-24,47.56,455.36,9.57,1,Si
13200,6,2,3,15,2023-08-23,2023-08-27,2023-08-27,197.35,1336.75,6.77,4,Si
13201,3,1,3,6,2023-08-23,2023-08-27,2023-08-29,27.84,419.88,15.08,6,No
13202,3,1,3,2,2023-08-25,2023-08-29,2023-08-31,12.17,310.19,25.49,6,No
13203,2,1,3,1,2023-08-25,2023-08-29,2023-08-31,44.73,488.25,10.92,6,No
13204,2,1,3,12,2023-08-25,2023-08-29,2023-09-01,25.42,362.73,14.27,7,No
13205,3,1,3,4,2023-08-25,2023-08-29,2023-08-26,6.95,273.65,39.37,1,Si
13206,2,1,3,2,2023-08-24,2023-08-28,2023-08-28,22.49,343.69,15.28,4,Si
13207,6,2,3,3,2023-08-24,2023-08-28,2023-08-26,62.67,663.35,10.58,2,Si
13208,5,2,3,14,2023-08-25,2023-08-29,2023-08-27,109.11,816.0,7.48,2,Si
13209,2,1,3,9,2023-08-25,2023-08-29,2023-09-01,18.17,315.61,17.37,7,No
13210,2,1,3,13,2023-08-24,2023-08-28,2023-08-26,9.66,260.29,26.95,2,Si
13211,1,1,3,8,2023-08-24,2023-08-28,2023-08-29,11.47,238.82,20.82,5,No
13212,2,1,2,15,2023-08-23,2023-08-27,,15.73,299.75,19.06,0,Pendiente
13213,6,2,3,1,2023-08-23,2023-08-27,2023-08-26,72.46,712.3,9.83,3,Si
13214,8,3,3,14,2023-08-24,2023-08-28,2023-08-26,371.17,1463.69,3.94,2,Si
13215,1,1,3,4,2023-08-23,2023-08-27,2023-08-24,33.22,369.32,11.12,1,Si
13216,2,1,2,4,2023-08-24,2023-08-28,,34.09,419.09,12.29,0,Pendiente
13217,2,1,1,2,2023-08-25,2023-08-29,,39.06,451.39,11.56,0,Pendiente
13218,1,1,4,6,2023-08-26,2023-08-30,2023-08-27,33.04,368.24,11.15,1,Si
13219,3,1,3,13,2023-08-26,2023-08-30,2023-08-28,14.04,323.28,23.03,2,Si
13220,2,1,3,4,2023-08-25,2023-08-29,2023-09-01,36.77,436.5,11.87,7,No
13221,1,1,3,4,2023-08-24,2023-08-28,2023-08-31,46.28,447.68,9.67,7,No
13222,1,1,3,6,2023-08-24,2023-08-28,2023-08-27,18.43,280.58,15.22,3,Si
13223,3,1,1,6,2023-08-24,2023-08-28,,41.71,516.97,12.39,0,Pendiente
13224,3,1,3,6,2023-08-26,2023-08-30,2023-09-02,27.74,419.18,15.11,7,No
13225,2,1,3,1,2023-08-26,2023-08-30,2023-08-31,28.72,384.18,13.38,5,No
13226,3,1,3,15,2023-08-24,2023-08-28,2023-08-31,19.2,359.4,18.72,7,No
13227,2,1,3,14,2023-08-24,2023-08-28,2023-08-28,13.17,283.11,21.5,4,Si
13228,1,1,3,14,2023-08-26,2023-08-30,2023-08-27,46.39,448.34,9.66,1,Si
13229,3,1,3,11,2023-08-25,2023-08-29,2023-08-29,48.93,567.51,11.6,4,Si
13230,8,3,3,11,2023-08-26,2023-08-30,2023-08-28,587.3,1960.79,3.34,2,Si
13231,1,1,3,3,2023-08-26,2023-08-30,2023-08-31,34.8,378.8,10.89,5,No
13232,3,1,3,6,2023-08-24,2023-08-28,2023-08-30,32.51,452.57,13.92,6,No
13233,1,1,3,6,2023-08-25,2023-08-29,2023-08-31,37.67,396.02,10.51,6,No
13234,1,1,3,7,2023-08-24,2023-08-28,2023-08-29,14.27,255.62,17.91,5,No
13235,1,1,3,8,2023-08-24,2023-08-28,2023-08-27,35.64,383.84,10.77,3,Si
13236,2,1,3,2,2023-08-26,2023-08-30,2023-09-02,17.56,311.64,17.75,7,No
13237,2,1,3,15,2023-08-27,2023-08-31,2023-09-03,42.22,471.93,11.18,7,No
13238,1,1,3,15,2023-08-25,2023-08-29,2023-08-29,10.71,234.26,21.87,4,Si
13239,1,1,3,6,2023-08-26,2023-08-30,2023-09-01,22.66,305.96,13.5,6,No
13240,2,1,3,14,2023-08-26,2023-08-30,2023-09-01,7.08,243.52,34.4,6,No
13241,1,1,3,6,2023-08-26,2023-08-30,2023-08-31,9.76,228.56,23.42,5,No
13242,2,1,3,4,2023-08-27,2023-08-31,2023-08-29,12.29,277.38,22.57,2,Si
13243,1,1,3,1,2023-08-27,2023-08-31,2023-09-02,35.03,380.18,10.85,6,No
13244,2,1,3,2,2023-08-27,2023-08-31,2023-08-29,39.23,452.5,11.53,2,Si
13245,1,1,3,3,2023-08-27,2023-08-31,2023-09-02,13.18,249.08,18.9,6,No
13246,3,1,1,12,2023-08-26,2023-08-30,,44.07,533.49,12.11,0,Pendiente
13247,2,1,2,10,2023-08-26,2023-08-30,,26.01,366.56,14.09,0,Pendiente
13248,3,1,3,6,2023-08-26,2023-08-30,2023-08-28,29.18,429.26,14.71,2,Si
13249,2,1,3,14,2023-08-25,2023-08-29,2023-09-01,13.36,284.34,21.28,7,No
13250,1,1,3,8,2023-08-25,2023-08-29,2023-08-30,30.07,350.42,11.65,5,No
13251,2,1,3,8,2023-08-27,2023-08-31,2023-08-31,25.45,362.92,14.26,4,Si
13252,8,3,3,11,2023-08-25,2023-08-29,2023-08-30,927.99,2744.38,2.96,5,No
13253,1,1,3,4,2023-08-26,2023-08-30,2023-08-28,17.13,272.78,15.92,2,Si
13254,3,1,3,3,2023-08-27,2023-08-31,2023-09-02,13.7,320.9,23.42,6,No
13255,4,2,3,1,2023-08-26,2023-08-30,2023-09-01,264.21,1356.84,5.14,6,No
13256,3,1,3,6,2023-08-27,2023-08-31,2023-08-28,30.19,436.33,14.45,1,Si
13257,6,2,3,1,2023-08-25,2023-08-29,2023-09-01,225.82,1479.1,6.55,7,No
13258,2,1,3,6,2023-08-27,2023-08-31,2023-08-29,6.97,242.81,34.84,2,Si
13259,8,3,3,8,2023-08-26,2023-08-30,2023-08-31,440.43,1622.99,3.69,5,No
13260,1,1,3,15,2023-08-27,2023-08-31,2023-09-01,38.41,400.46,10.43,5,No
13261,1,1,3,13,2023-08-28,2023-09-01,2023-09-02,37.22,393.32,10.57,5,No
13262,5,2,3,5,2023-08-26,2023-08-30,2023-08-29,204.68,1246.06,6.09,3,Si
13263,2,1,4,4,2023-08-28,2023-09-01,2023-08-30,37.43,440.79,11.78,2,Si
13264,3,1,3,1,2023-08-28,2023-09-01,2023-09-04,7.27,275.89,37.95,7,No
13265,1,1,3,6,2023-08-28,2023-09-01,2023-09-04,48.3,459.8,9.52,7,No
13266,2,1,3,15,2023-08-27,2023-08-31,2023-09-02,38.74,449.31,11.6,6,No
13267,2,1,3,11,2023-08-28,2023-09-01,2023-08-29,40.46,460.49,11.38,1,Si
13268,1,1,1,8,2023-08-27,2023-08-31,,41.06,416.36,10.14,0,Pendiente
13269,1,1,3,10,2023-08-27,2023-08-31,2023-08-30,44.76,438.56,9.8,3,Si
